customer_id,before_call_entropy,before_perc_of_calls_to_dar,before_calls_to_dar_ward_rank,before_calls_to_dar_subward_rank,before_money_sent_normed,region_education,region_immunization_measles,region_antenatal_visits,region_parliament_female_male_ratio,region_population_millions,region_manyara,region_mara,region_pwani,region_ruvuma,region_shinyanga,binary_dv
591,4.2295,14.26,141.5,80.0,5802.942196531792,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
839,2.7492,75.48,250.12,308.0,137.67123287671234,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
1168,4.2008,81.3,329.5,342.0,0.8064516129032258,19.4,70.0,33.42,0.33,1.53,0,0,0,0,1,0
9,1.6434,66.67,230.33,208.0,0.0,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0,1
118,3.2341,33.71,418.25,436.0,286.7132867132867,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,1
1085,3.5474,21.12,249.42,290.0,1105.9641255605382,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
680,3.1537,32.39,307.5,324.0,332.03125,18.3,83.4,39.72,0.6,0.86,0,0,0,0,0,1
1066,3.9065,32.03,106.2,45.0,3935.2350230414745,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
641,3.2192,43.33,36.0,71.0,38562.5,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
340,2.9018,18.05,277.0,253.0,15875.883248730965,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
189,3.9003,12.27,361.67,371.0,7523.333333333333,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
946,2.9092,23.33,202.67,136.0,367.9411764705882,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
1021,2.2471,82.61,356.29,388.0,1864.383561643836,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
1081,3.2066,48.81,176.0,138.0,1802.4038461538464,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0,0
21,3.561,42.65,356.29,156.0,2491.530054644809,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,1
179,2.3513,88.89,170.25,62.0,117.01030927835052,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,1
972,3.1648,93.39,106.2,45.0,11722.457627118643,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
1102,3.5779,76.37,229.0,260.0,499.5192307692308,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
548,3.8604,24.57,399.2,409.0,3.807106598984772,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
738,3.0404,83.65,137.0,113.0,1304.6875,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
211,3.1766,50.94,250.12,132.0,1095.4545454545455,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
102,3.0516,78.73,260.25,322.0,3845.4545454545455,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
1123,1.9518,53.85,361.67,371.0,591.9075144508671,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,1
867,3.5816,61.71,356.29,305.0,12393.366666666669,8.3,91.3,46.53,0.75,1.38,0,0,0,1,0,1
1060,3.7556,71.88,260.25,237.0,890.6832298136646,19.2,77.0,21.21,0.0,1.0,0,0,0,0,0,0
113,4.2591,40.18,72.14,105.0,1791.121951219512,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
999,3.7105,76.67,52.67,44.0,1072.0833333333333,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
780,4.1246,41.67,237.5,197.0,,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
1045,3.7901,24.4,290.6,192.0,1106.4356435643565,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
410,,,,,0.0,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
104,4.3517,62.05,277.0,136.0,9878.83597883598,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
822,2.7456,76.85,230.33,208.0,9246.42857142857,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
850,,,,,0.0,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
360,3.1304,9.87,184.25,145.0,182.3741007194245,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
782,3.0431,39.13,72.14,36.0,1400.78125,26.3,51.0,32.28,0.22,2.29,0,0,0,0,0,0
295,,,,,,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
640,3.1856,82.69,51.6,32.0,4.504504504504505,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
350,3.2897,8.87,72.14,81.0,1165.3111111111111,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
912,3.34,39.66,334.67,361.0,437.2549019607843,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
543,2.2025,50.0,202.83,263.0,8065185.483870967,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,0
446,3.3723,89.66,237.5,302.0,1320.945945945946,19.4,70.0,33.42,0.33,1.53,0,0,0,0,1,0
458,2.5418,31.32,73.33,47.0,440773.8858695653,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
599,3.8188,7.29,193.2,180.0,335.2564102564103,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
216,2.367,44.83,260.25,322.0,4.62962962962963,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
1089,3.4311,86.82,195.67,271.0,18128.46153846154,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,1
138,3.8297,48.0,356.29,388.0,29095.6,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
978,3.7064,15.43,385.75,352.0,4933.87027027027,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
947,3.0641,5.59,63.75,154.0,3708.730158730159,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
389,3.1149,71.05,89.75,82.0,2113.521739130435,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
696,3.0144,12.91,392.0,362.0,686.7848837209302,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
940,3.6178,60.85,290.33,245.0,3142.8030303030305,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
308,4.6449,41.6,356.29,358.0,5659.553191489362,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,1
929,4.0107,58.51,280.83,319.0,996.4566929133858,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,0
1023,3.9245,4.74,385.75,231.0,1730.597014925373,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
5,3.5537,66.55,290.33,269.0,2557.5703125,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,1
120,3.4326,41.38,356.29,356.0,1068.58407079646,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
1212,2.7328,32.14,281.0,184.0,2770.121951219512,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
471,3.1686,88.49,356.29,358.0,2668.3811659192825,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
327,2.6777,51.72,36.0,56.0,4535.0,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
289,2.6646,28.57,193.2,180.0,832.010582010582,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
445,3.3609,27.03,356.29,356.0,579.051724137931,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
757,3.8977,28.93,14.67,145.0,73016.75418994413,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
670,,,,,0.0,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
255,3.6478,21.8,170.25,150.0,5146.673202614379,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,0
712,3.322,64.14,72.14,105.0,9534.182692307691,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
1202,2.0056,40.91,141.5,80.0,3.6496350364963503,13.1,93.2,39.66,0.5,1.37,0,0,0,0,0,0
1124,3.0439,9.09,192.8,249.0,11305.570680628272,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
1057,4.075,9.7,73.33,47.0,1079.1156462585034,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
265,3.9771,28.85,176.0,215.0,20576.36363636364,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
746,2.5724,9.35,106.2,103.0,1693.6666666666667,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
282,2.9536,75.36,356.29,358.0,303.1727272727273,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
262,,,,,0.0,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
427,2.9234,84.68,14.67,45.0,449.1830065359477,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,1
137,3.5416,62.22,107.6,146.0,1159.2228260869565,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
100,3.0131,63.16,57.4,42.0,17431.632653061224,19.2,77.0,21.21,0.0,1.0,0,0,0,0,0,0
227,3.7069,30.47,137.0,113.0,2256.15234375,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
190,3.4445,30.12,49.75,63.0,3568.8356164383563,18.3,83.4,39.72,0.6,0.86,0,0,0,0,0,0
851,2.5013,83.94,202.67,136.0,1328.6524390243903,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
906,3.7767,80.85,255.57,243.0,,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0,1
291,3.316,40.2,144.83,142.0,3885.629032258064,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
301,2.8648,21.79,230.33,208.0,137.5,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
492,3.1989,13.71,52.67,134.0,294.82758620689657,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
473,1.8122,14.81,290.6,192.0,214.28571428571428,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,1
985,3.9358,25.48,202.67,261.0,9547.943548387097,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
520,,,,,,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
1096,3.1859,24.86,137.0,113.0,152.94117647058823,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
264,2.9078,54.41,193.2,180.0,3551.5,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
744,,,,,0.0,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
109,1.8623,18.92,230.33,340.0,,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,1
1197,3.8876,86.6,418.25,431.0,796.5644171779142,19.6,81.0,63.16,1.0,1.43,1,0,0,0,0,1
673,4.6237,44.12,184.25,190.0,5575.192307692308,8.6,85.6,40.74,0.5,1.74,0,1,0,0,0,1
655,2.3721,81.91,418.25,431.0,9.90566037735849,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
266,1.7316,83.1,392.0,362.0,351.47058823529414,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
866,3.9647,31.54,178.0,409.0,5718.666666666667,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
1036,3.8122,25.92,237.5,197.0,536.9047619047619,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,0
465,3.3204,84.48,418.25,436.0,1.6216216216216215,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,1
122,3.9899,50.2,250.12,150.0,,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
1195,3.7321,26.51,392.0,397.0,745.8115183246073,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,1
842,4.0096,11.45,202.67,260.0,2492.478813559322,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
915,3.5909,51.16,250.12,254.0,2278.179487179488,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
381,2.975,29.17,183.33,134.0,11031.11235955056,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
787,3.8524,12.61,28.5,260.0,8245.547945205479,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
435,3.018,68.5,144.83,142.0,905.607476635514,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,0
1093,3.1008,29.47,141.5,168.0,314.1304347826087,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
257,3.9533,20.11,280.83,195.0,69657.98611111111,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
516,3.7942,45.2,93.75,20.0,7709.674698795181,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
205,3.8179,24.68,72.14,178.0,55402.65151515151,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
31,2.271,97.44,202.67,340.0,371.4285714285714,19.6,81.0,63.16,1.0,1.43,1,0,0,0,0,1
859,,,,,0.0,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
351,3.2021,13.11,137.0,231.0,1300.0,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
706,3.3777,55.48,107.6,146.0,16984.04761904762,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0,0
491,2.4765,0.0,,,297.5238095238095,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,0
525,3.7051,29.83,230.33,231.0,750.9756097560976,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
679,2.6933,40.74,249.42,154.0,3801799.289099526,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,1
1107,3.8541,32.2,28.5,33.0,7077.894736842105,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
794,4.5381,21.16,72.14,294.0,2117.4418604651164,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
335,3.5432,46.74,170.25,158.0,3982.11009174312,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
597,3.2275,54.55,381.0,332.0,423.6363636363636,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
1111,3.5253,4.2,178.0,431.0,316.56050955414014,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,1
1005,3.3688,44.44,281.0,204.0,,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,0
322,3.0829,67.23,106.2,133.0,1541.6666666666667,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
914,4.4718,65.45,329.5,313.0,11576.42857142857,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,1
349,3.4127,42.91,290.33,180.0,583.3333333333334,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
878,1.6091,67.65,141.5,168.0,4249.290780141844,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
328,2.7227,22.0,178.0,179.0,688.9880952380952,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
1084,2.0023,83.93,277.0,248.0,1357.3846153846157,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,0
620,3.7832,76.81,329.5,313.0,6436.590909090909,8.6,85.6,40.74,0.5,1.74,0,1,0,0,0,1
404,3.8258,17.52,52.67,70.0,271.42857142857144,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
210,4.3563,6.78,184.25,145.0,4117.708333333333,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
234,3.9512,69.29,260.25,322.0,9740.267379679144,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
853,2.8716,60.9,281.43,240.0,610.328502415459,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,1
743,,,,,0.0,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
302,3.7526,47.21,290.6,192.0,5148.320675105485,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
611,3.9625,3.83,77.0,75.0,186.5625,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
128,3.4224,47.1,290.33,112.0,1639.766081871345,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
889,1.4975,74.32,72.14,28.0,3149.5689655172414,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,0
667,4.0057,7.94,260.25,14.0,4797.767857142857,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
217,1.903,81.36,202.67,136.0,1162.121212121212,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
1042,3.1914,8.13,219.6,152.0,1483.4123222748815,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
869,4.6062,34.22,176.0,201.0,2291.3296703296705,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
969,2.725,38.24,195.25,199.0,1141.9753086419753,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
371,4.3506,13.72,203.0,203.0,281.3953488372093,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
414,3.2757,87.16,49.75,97.0,1605.46875,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,0
549,1.8581,63.24,260.25,294.0,546.0869565217391,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
400,1.932,89.42,341.5,340.0,,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,1
936,3.472,30.0,51.6,32.0,243519.6601941748,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
24,2.5154,24.88,202.83,156.0,640.952380952381,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
2,3.6891,23.46,279.83,309.0,21550.0,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,0
785,1.9763,84.56,399.2,349.0,2007.066037735849,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
1083,3.3961,32.37,137.0,171.0,163.5,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
365,4.1149,9.18,281.43,240.0,328.8759689922481,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
1011,4.7806,28.81,36.0,4.0,5111.032608695652,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,0
709,2.0238,55.56,137.0,160.0,315.72327044025155,8.6,85.6,40.74,0.5,1.74,0,1,0,0,0,1
426,3.1471,75.0,49.75,68.0,2626.5060240963853,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,0
317,3.8235,58.63,230.33,208.0,1040.8108108108108,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
996,2.467,73.42,329.5,346.0,1529.009009009009,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,1
582,3.1809,7.35,257.67,253.0,,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
953,3.7453,45.47,229.0,260.0,18604.16425120773,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,1
443,3.3924,11.48,385.75,352.0,504.054794520548,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
645,2.5054,36.25,277.0,248.0,1099.055900621118,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
690,2.8707,35.0,195.67,122.0,976.9230769230768,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
167,2.6318,79.27,57.4,50.0,1575.0,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
80,3.9273,26.72,144.83,142.0,499.09022556390977,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,0
766,2.9943,28.07,356.29,358.0,1428.571428571429,,,,0.75,0.7,0,0,0,0,0,0
727,,,,,0.0,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
572,3.5682,17.54,355.25,334.0,120.29702970297028,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
1171,3.9526,19.03,53.67,46.0,2412.1559633027523,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
979,3.5866,32.41,195.25,154.0,5944.800904977376,26.3,51.0,32.28,0.22,2.29,0,0,0,0,0,0
294,4.5138,39.17,170.25,161.0,6628.615384615385,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
1148,2.7916,51.72,385.75,410.0,1170.9375,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,1
232,3.8822,9.01,77.0,75.0,1380.516431924883,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
494,3.8136,8.11,290.6,192.0,,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0,0
191,3.147,47.28,183.33,134.0,4066.6666666666665,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
106,3.7189,22.73,53.67,46.0,4347826.0869565215,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,0
355,2.7084,87.28,281.0,244.0,1339.0115606936415,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
664,2.8008,9.94,141.5,80.0,550.0,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
900,3.2699,37.85,49.75,97.0,1833.664596273292,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
1113,3.4909,62.45,352.5,320.0,3969.617224880383,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,1
898,3.2427,48.3,250.12,254.0,1016.9285714285714,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
8,3.3547,28.79,193.2,180.0,6104.586956521739,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
1155,4.1185,14.55,392.0,362.0,1744.06015037594,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
789,0.2557,89.84,239.4,169.0,98255.86821705426,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
299,1.7953,88.71,178.0,193.0,,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
1118,3.1202,30.25,178.0,131.0,,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
32,3.8371,19.74,178.0,75.0,1313.3333333333333,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
172,3.4341,18.75,141.5,168.0,1288.1757575757576,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
631,2.4887,31.13,352.5,281.0,1.8115942028985508,13.1,93.2,39.66,0.5,1.37,0,0,0,0,0,0
222,2.9266,25.61,183.33,134.0,332.962962962963,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
1175,,,,,,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
1098,3.3912,81.48,356.29,267.0,66.91176470588235,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
281,4.1421,5.38,229.0,198.0,22.857142857142858,,,,0.67,1.74,0,0,0,0,0,0
135,2.7041,72.92,144.83,123.0,1776.767676767677,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
1116,3.7146,42.71,178.0,193.0,304.8768472906404,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
598,3.2492,76.79,356.29,267.0,323.6328125,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,1
324,3.65,76.92,229.0,260.0,976.7045454545456,13.1,93.2,39.66,0.5,1.37,0,0,0,0,0,1
229,,,,,0.0,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
180,,,,,0.0,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
509,2.9767,81.74,280.83,69.0,,18.3,83.4,39.72,0.6,0.86,0,0,0,0,0,0
683,,,,,0.0,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
407,1.2618,87.5,219.6,278.0,1730874.4897959183,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
997,4.3835,22.11,51.6,65.0,7939453.103174604,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
938,3.8744,3.96,250.12,431.0,1003.9215686274508,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
346,2.1005,30.0,49.75,19.0,179.47761194029852,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
916,2.0595,36.84,356.29,356.0,2808313.824884793,8.3,91.3,46.53,0.75,1.38,0,0,0,1,0,0
753,1.5165,27.03,392.0,398.0,5.555555555555555,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,1
376,3.8206,3.25,106.2,8.0,496.3205128205128,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
519,3.3487,88.04,70.4,89.0,4831.740384615385,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
1205,3.3354,61.02,112.4,104.0,1906.470588235294,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
538,3.2216,62.26,51.6,65.0,2880.6962025316457,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
428,4.0145,24.33,361.67,382.0,1125.5963855421687,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,0
1126,3.5645,49.6,418.25,431.0,214.28571428571428,,,,0.75,0.7,0,0,0,0,0,1
